AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Cashier 2,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Seed Certification Aide 2,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,16973
58030,OUS - Oregon State University,Consultant-Academic Counselor,Other professionals,Full-Time,16965
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Part-Time,16708
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,16666
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,16633
58030,OUS - Oregon State University,Bio Science Research Tech 2,Classified Staff,Part-Time,16633
58030,OUS - Oregon State University,Executive Assistant,Faculty,Part-Time,16554
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,16385
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,16366
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,16311
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,16306
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,16291
58030,OUS - Oregon State University,Seed Certification Aide 2,Classified Staff,Full-Time,16277
58030,OUS - Oregon State University,Veterinary Technician 2,Classified Staff,Full-Time,16277
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,16277
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Full-Time,16277
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Part-Time,16243
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,16155
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,16081
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,16078
58030,OUS - Oregon State University,Trades/Maintenance Worker 1,Classified Staff,Part-Time,15858
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Part-Time,15611
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15598
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,15580
58030,OUS - Oregon State University,Pharmacy Technician 2,Classified Staff,Full-Time,15580
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,15580
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,15580
58030,OUS - Oregon State University,Custodian,Classified Staff,Full-Time,15580
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Full-Time,15577
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15490
58030,OUS - Oregon State University,Public Info Representative 1,Classified Staff,Part-Time,15463
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15422
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Part-Time,15321
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15305
58030,OUS - Oregon State University,Bio Science Research Tech 2,Classified Staff,Part-Time,15267
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15203
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Part-Time,15142
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,15096
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15004
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15001
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15001
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,15001
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14999
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14999
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14999
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14999
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14999
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,14987
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14940
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14850
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Part-Time,14833
58030,OUS - Oregon State University,Bio Science Research Tech 3,Classified Staff,Part-Time,14686
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Part-Time,14512
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14401
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14400
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14400
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14400
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14400
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Full-Time,14373
58030,OUS - Oregon State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,14373
58030,OUS - Oregon State University,Medical Aide,Classified Staff,Full-Time,14373
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,14332
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14252
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14252
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14250
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14247
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,14247
58030,OUS - Oregon State University,Science Lab Preparator,Classified Staff,Part-Time,14185
58030,OUS - Oregon State University,Carpenter,Classified Staff,Part-Time,14096
58030,OUS - Oregon State University,Early Childhood Asso Teacher,Classified Staff,Part-Time,14085
58030,OUS - Oregon State University,Bio Science Research Tech 2,Classified Staff,Part-Time,14085
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Part-Time,14003
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Part-Time,14003
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Part-Time,13999
58030,OUS - Oregon State University,Instructor-ESL,Faculty,Part-Time,13986
58030,OUS - Oregon State University,Seed Analyst 1,Classified Staff,Full-Time,13937
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13835
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,13787
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13730
58030,OUS - Oregon State University,Laboratory Assistant,Classified Staff,Part-Time,13657
58030,OUS - Oregon State University,Bio Science Research Worker,Classified Staff,Part-Time,13657
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,13603
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13603
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Part-Time,13578
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13523
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13500
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13500
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,13500
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13496
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,13488
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,13488
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,13479
58030,OUS - Oregon State University,Laboratory Technician 1,Classified Staff,Full-Time,13406
58030,OUS - Oregon State University,Seed Analyst 1,Classified Staff,Full-Time,13406
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13306
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,13176
58030,OUS - Oregon State University,Office Assistant,Classified Staff,Part-Time,13137
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Part-Time,13103
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,13057
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Part-Time,13020
58030,OUS - Oregon State University,Editor,Classified Staff,Part-Time,12811
58030,OUS - Oregon State University,Early Childhood Assistant,Classified Staff,Part-Time,12668
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,12601
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,12600
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,12542
58030,OUS - Oregon State University,Research Associate,Faculty,Part-Time,12482
58030,OUS - Oregon State University,Instructor- ESL,Faculty,Part-Time,12355
58030,OUS - Oregon State University,Education Program Assistant 2,Classified Staff,Part-Time,12230
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,12224
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Part-Time,12220
58030,OUS - Oregon State University,Bio Science Research Worker,Classified Staff,Part-Time,12220
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Full-Time,12085
58030,OUS - Oregon State University,Seed Analyst 1,Classified Staff,Full-Time,12085
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Part-Time,12065
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,12002
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,12000
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11996
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,11989
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,11989
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11796
58030,OUS - Oregon State University,Public Info Representative 2,Classified Staff,Part-Time,11746
58030,OUS - Oregon State University,Seed Analyst/Entry,Classified Staff,Full-Time,11690
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11641
58030,OUS - Oregon State University,Cashier 1,Classified Staff,Part-Time,11634
58030,OUS - Oregon State University,Instructor (PAC),Faculty,Part-Time,11564
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,11545
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,11541
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,11541
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11520
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11469
58030,OUS - Oregon State University,Administrative Program Assist,Classified Staff,Part-Time,11390
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11335
58030,OUS - Oregon State University,Office Specialist 2,Classified Staff,Part-Time,11287
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11250
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11232
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11232
58030,OUS - Oregon State University,Bio Science Research Tech 1,Classified Staff,Part-Time,11148
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,11027
58030,OUS - Oregon State University,Coordinator-Outreach Program,Other professionals,Part-Time,11001
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10972
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10923
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10518
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10503
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10503
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10503
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10503
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10501
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10501
58030,OUS - Oregon State University,Education Program Assistant 1,Classified Staff,Part-Time,10491
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10402
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10402
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Part-Time,10301
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Part-Time,10301
58030,OUS - Oregon State University,Instructor,Faculty,Part-Time,10177
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Part-Time,10152
58030,OUS - Oregon State University,Office Specialist 1,Classified Staff,Part-Time,10062
